pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
40,entailment,the artists by the psychotherapists needed the photographers .,the artists needed the photographers .,artists psychotherapists artists,,,,,,,,,,,,,,
41,entailment,the planners in front of the designers introduced the nurses .,the planners introduced the nurses .,planners designers planners,,,,,,,,,,,,,,
42,entailment,the lawyer near the musicians recommended the essayists .,the lawyer recommended the essayists .,lawyer musicians lawyer,,,,,,,,,,,,,,
43,entailment,the chaplain behind the lawyer offended the director .,the chaplain offended the director .,chaplain lawyer chaplain,,,,,,,,,,,,,,
44,entailment,the psychotherapist behind the artist introduced the doctor .,the psychotherapist introduced the doctor .,psychotherapist artist psychotherapist,,,,,,,,,,,,,,
45,entailment,the planners next to the author recommended the colorist .,the planners recommended the colorist .,planners author planners,,,,,,,,,,,,,,
46,entailment,the curators next to the chaplains expected the designer .,the curators expected the designer .,curators chaplains curators,,,,,,,,,,,,,,
47,entailment,the counselor next to the bankers expected the judges .,the counselor expected the judges .,counselor bankers counselor,,,,,,,,,,,,,,
48,entailment,the chaplains in front of the curator needed the psychotherapists .,the chaplains needed the psychotherapists .,chaplains curator chaplains,,,,,,,,,,,,,,
49,entailment,the author near the illustrator brought the judge .,the author brought the judge .,author illustrator author,,,,,,,,,,,,,,
50,entailment,the bankers behind the therapist needed the chaplain .,the bankers needed the chaplain .,bankers therapist bankers,,,,,,,,,,,,,,
51,entailment,the illustrator by the author brought the analyst .,the illustrator brought the analyst .,illustrator author illustrator,,,,,,,,,,,,,,
52,entailment,the chaplain in front of the judge recommended the potters .,the chaplain recommended the potters .,chaplain judge chaplain,,,,,,,,,,,,,,
53,entailment,the photographer behind the artist deceived the analysts .,the photographer deceived the analysts .,photographer artist photographer,,,,,,,,,,,,,,
54,entailment,the chaplain in front of the judge contacted the counselors .,the chaplain contacted the counselors .,chaplain judge chaplain,,,,,,,,,,,,,,
55,entailment,the therapist in front of the directors contacted the illustrators .,the therapist contacted the illustrators .,therapist directors therapist,,,,,,,,,,,,,,
56,entailment,the tourist next to the officer needed the photographers .,the tourist needed the photographers .,tourist officer tourist,,,,,,,,,,,,,,
57,entailment,the judge near the lawyer called the artists .,the judge called the artists .,judge lawyer judge,,,,,,,,,,,,,,
58,entailment,the sculptors by the counselor disturbed the planners .,the sculptors disturbed the planners .,sculptors counselor sculptors,,,,,,,,,,,,,,
59,entailment,the judge next to the analyst brought the author .,the judge brought the author .,judge analyst judge,,,,,,,,,,,,,,
60,entailment,the illustrator behind the artist offended the photographer .,the illustrator offended the photographer .,illustrator artist illustrator,,,,,,,,,,,,,,
61,entailment,the tourists near the essayists expected the planners .,the tourists expected the planners .,tourists essayists tourists,,,,,,,,,,,,,,
62,entailment,the director by the administrators recommended the author .,the director recommended the author .,director administrators director,,,,,,,,,,,,,,
63,entailment,the therapist next to the curators expected the doctors .,the therapist expected the doctors .,therapist curators therapist,,,,,,,,,,,,,,
160,entailment,the sculptor that panicked expected the photographers .,the sculptor expected the photographers .,sculptor panicked sculptor,,,,,,,,,,,,,,
161,entailment,the sculptor that panicked needed the judge .,the sculptor needed the judge .,sculptor panicked sculptor,,,,,,,,,,,,,,
162,entailment,the doctors that smiled found the analysts .,the doctors found the analysts .,doctors smiled doctors,,,,,,,,,,,,,,
163,entailment,the officers who arrived expected the essayist .,the officers expected the essayist .,officers arrived officers,,,,,,,,,,,,,,
164,entailment,the administrator who waited contacted the bankers .,the administrator contacted the bankers .,administrator waited administrator,,,,,,,,,,,,,,
165,entailment,the curator that waited offended the chaplains .,the curator offended the chaplains .,curator waited curator,,,,,,,,,,,,,,
166,entailment,the authors that slept expected the therapist .,the authors expected the therapist .,authors slept authors,,,,,,,,,,,,,,
167,entailment,the administrators who listened found the chaplains .,the administrators found the chaplains .,administrators listened administrators,,,,,,,,,,,,,,
168,entailment,the psychotherapists who slept introduced the curator .,the psychotherapists introduced the curator .,psychotherapists slept psychotherapists,,,,,,,,,,,,,,
169,entailment,the administrators that agreed introduced the colorists .,the administrators introduced the colorists .,administrators agreed administrators,,,,,,,,,,,,,,
170,entailment,the counselors that yelled found the therapists .,the counselors found the therapists .,counselors yelled counselors,,,,,,,,,,,,,,
171,entailment,the artists that existed introduced the photographer .,the artists introduced the photographer .,artists existed artists,,,,,,,,,,,,,,
172,entailment,the chaplain that appeared needed the officer .,the chaplain needed the officer .,chaplain appeared chaplain,,,,,,,,,,,,,,
173,entailment,the director who yelled contacted the artist .,the director contacted the artist .,director yelled director,,,,,,,,,,,,,,
174,entailment,the lawyer that panicked offended the tourist .,the lawyer offended the tourist .,lawyer panicked lawyer,,,,,,,,,,,,,,
175,entailment,the designer that waited found the chaplains .,the designer found the chaplains .,designer waited designer,,,,,,,,,,,,,,
176,entailment,the judge who agreed contacted the colorists .,the judge contacted the colorists .,judge agreed judge,,,,,,,,,,,,,,
177,entailment,the lawyers that panicked brought the analysts .,the lawyers brought the analysts .,lawyers panicked lawyers,,,,,,,,,,,,,,
178,entailment,the counselor that smiled disturbed the doctors .,the counselor disturbed the doctors .,counselor smiled counselor,,,,,,,,,,,,,,
179,entailment,the chaplain who slept contacted the potter .,the chaplain contacted the potter .,chaplain slept chaplain,,,,,,,,,,,,,,
180,entailment,the essayist who appeared needed the analyst .,the essayist needed the analyst .,essayist appeared essayist,,,,,,,,,,,,,,
181,entailment,the bankers that shouted called the essayist .,the bankers called the essayist .,bankers shouted bankers,,,,,,,,,,,,,,
182,entailment,the artists who appeared called the designers .,the artists called the designers .,artists appeared artists,,,,,,,,,,,,,,
183,entailment,the nurse who slept needed the illustrators .,the nurse needed the illustrators .,nurse slept nurse,,,,,,,,,,,,,,
184,entailment,the artists that shouted deceived the planners .,the artists deceived the planners .,artists shouted artists,,,,,,,,,,,,,,
185,entailment,the lawyers who existed contacted the banker .,the lawyers contacted the banker .,lawyers existed lawyers,,,,,,,,,,,,,,
186,entailment,the therapists that arrived brought the colorists .,the therapists brought the colorists .,therapists arrived therapists,,,,,,,,,,,,,,
187,entailment,the doctor that danced deceived the nurses .,the doctor deceived the nurses .,doctor danced doctor,,,,,,,,,,,,,,
188,entailment,the chaplains who smiled needed the administrator .,the chaplains needed the administrator .,chaplains smiled chaplains,,,,,,,,,,,,,,
189,entailment,the nurses that danced deceived the directors .,the nurses deceived the directors .,nurses danced nurses,,,,,,,,,,,,,,
190,entailment,the banker who danced called the directors .,the banker called the directors .,banker danced banker,,,,,,,,,,,,,,
191,entailment,the curators that agreed found the tourists .,the curators found the tourists .,curators agreed curators,,,,,,,,,,,,,,
192,entailment,the curator that existed introduced the analyst .,the curator introduced the analyst .,curator existed curator,,,,,,,,,,,,,,
193,entailment,the tourist who danced needed the judges .,the tourist needed the judges .,tourist danced tourist,,,,,,,,,,,,,,
194,entailment,the psychotherapists that agreed offended the judge .,the psychotherapists offended the judge .,psychotherapists agreed psychotherapists,,,,,,,,,,,,,,
195,entailment,the essayist who yelled found the lawyer .,the essayist found the lawyer .,essayist yelled essayist,,,,,,,,,,,,,,
196,entailment,the tourist that agreed recommended the counselors .,the tourist recommended the counselors .,tourist agreed tourist,,,,,,,,,,,,,,
197,entailment,the analysts that yelled contacted the chaplain .,the analysts contacted the chaplain .,analysts yelled analysts,,,,,,,,,,,,,,
198,entailment,the curator that smiled disturbed the chaplain .,the curator disturbed the chaplain .,curator smiled curator,,,,,,,,,,,,,,
199,entailment,the essayist who waited needed the designers .,the essayist needed the designers .,essayist waited essayist,,,,,,,,,,,,,,
200,entailment,the nurse who shouted called the counselor .,the nurse called the counselor .,nurse shouted nurse,,,,,,,,,,,,,,
201,entailment,the musicians who agreed disturbed the psychotherapists .,the musicians disturbed the psychotherapists .,musicians agreed musicians,,,,,,,,,,,,,,
202,entailment,the essayists that appeared disturbed the curators .,the essayists disturbed the curators .,essayists appeared essayists,,,,,,,,,,,,,,
203,entailment,the tourist who shouted called the essayist .,the tourist called the essayist .,tourist shouted tourist,,,,,,,,,,,,,,
204,entailment,the planners who appeared disturbed the artist .,the planners disturbed the artist .,planners appeared planners,,,,,,,,,,,,,,
205,entailment,the doctors that waited offended the psychotherapists .,the doctors offended the psychotherapists .,doctors waited doctors,,,,,,,,,,,,,,
206,entailment,the curators that yelled deceived the administrators .,the curators deceived the administrators .,curators yelled curators,,,,,,,,,,,,,,
207,entailment,the artist who smiled introduced the officer .,the artist introduced the officer .,artist smiled artist,,,,,,,,,,,,,,
208,entailment,the director that listened called the counselor .,the director called the counselor .,director listened director,,,,,,,,,,,,,,
209,entailment,the potters that slept disturbed the counselors .,the potters disturbed the counselors .,potters slept potters,,,,,,,,,,,,,,
210,entailment,the authors who shouted deceived the banker .,the authors deceived the banker .,authors shouted authors,,,,,,,,,,,,,,
211,entailment,the essayists that danced brought the artist .,the essayists brought the artist .,essayists danced essayists,,,,,,,,,,,,,,
212,entailment,the photographers that panicked found the administrator .,the photographers found the administrator .,photographers panicked photographers,,,,,,,,,,,,,,
213,entailment,the sculptor that panicked recommended the judge .,the sculptor recommended the judge .,sculptor panicked sculptor,,,,,,,,,,,,,,
214,entailment,the chaplains that appeared offended the directors .,the chaplains offended the directors .,chaplains appeared chaplains,,,,,,,,,,,,,,
215,entailment,the musician who waited offended the curators .,the musician offended the curators .,musician waited musician,,,,,,,,,,,,,,
216,entailment,the nurse who waited contacted the colorists .,the nurse contacted the colorists .,nurse waited nurse,,,,,,,,,,,,,,
217,entailment,the tourists that existed offended the essayists .,the tourists offended the essayists .,tourists existed tourists,,,,,,,,,,,,,,
218,entailment,the chaplain that waited recommended the sculptor .,the chaplain recommended the sculptor .,chaplain waited chaplain,,,,,,,,,,,,,,
219,entailment,the artists who shouted brought the designers .,the artists brought the designers .,artists shouted artists,,,,,,,,,,,,,,
220,entailment,the banker that arrived needed the potter .,the banker needed the potter .,banker arrived banker,,,,,,,,,,,,,,
221,entailment,the nurse that appeared recommended the analysts .,the nurse recommended the analysts .,nurse appeared nurse,,,,,,,,,,,,,,
222,entailment,the musicians that panicked needed the designers .,the musicians needed the designers .,musicians panicked musicians,,,,,,,,,,,,,,
223,entailment,the nurse who slept recommended the artists .,the nurse recommended the artists .,nurse slept nurse,,,,,,,,,,,,,,
320,entailment,the therapists who the chaplains introduced disturbed the planners .,the therapists disturbed the planners .,therapists chaplains introduced therapists,,,,,,,,,,,,,,
321,entailment,the potter that the director called deceived the administrator .,the potter deceived the administrator .,potter director called potter,,,,,,,,,,,,,,
322,entailment,the administrators who the director introduced called the chaplain .,the administrators called the chaplain .,administrators director introduced administrators,,,,,,,,,,,,,,
323,entailment,the colorist that the officers found brought the nurses .,the colorist brought the nurses .,colorist officers found colorist,,,,,,,,,,,,,,
324,entailment,the counselor that the director disturbed introduced the designers .,the counselor introduced the designers .,counselor director disturbed counselor,,,,,,,,,,,,,,
325,entailment,the lawyer who the essayists disturbed introduced the potters .,the lawyer introduced the potters .,lawyer essayists disturbed lawyer,,,,,,,,,,,,,,
326,entailment,the therapist that the essayists introduced brought the colorists .,the therapist brought the colorists .,therapist essayists introduced therapist,,,,,,,,,,,,,,
327,entailment,the artists who the tourist called recommended the nurses .,the artists recommended the nurses .,artists tourist called artists,,,,,,,,,,,,,,
328,entailment,the chaplains that the authors introduced needed the psychotherapist .,the chaplains needed the psychotherapist .,chaplains authors introduced chaplains,,,,,,,,,,,,,,
329,entailment,the psychotherapists who the sculptors deceived recommended the curators .,the psychotherapists recommended the curators .,psychotherapists sculptors deceived psychotherapists,,,,,,,,,,,,,,
330,entailment,the judges who the psychotherapists expected found the colorists .,the judges found the colorists .,judges psychotherapists expected judges,,,,,,,,,,,,,,
331,entailment,the officer who the psychotherapists expected introduced the curators .,the officer introduced the curators .,officer psychotherapists expected officer,,,,,,,,,,,,,,
332,entailment,the nurses who the sculptors expected deceived the administrators .,the nurses deceived the administrators .,nurses sculptors expected nurses,,,,,,,,,,,,,,
333,entailment,the sculptor who the essayist introduced brought the analysts .,the sculptor brought the analysts .,sculptor essayist introduced sculptor,,,,,,,,,,,,,,
334,entailment,the directors that the nurse brought disturbed the officer .,the directors disturbed the officer .,directors nurse brought directors,,,,,,,,,,,,,,
335,entailment,the lawyer that the artists contacted needed the planners .,the lawyer needed the planners .,lawyer artists contacted lawyer,,,,,,,,,,,,,,
336,entailment,the authors who the bankers brought contacted the therapists .,the authors contacted the therapists .,authors bankers brought authors,,,,,,,,,,,,,,
337,entailment,the doctor who the artists recommended deceived the planner .,the doctor deceived the planner .,doctor artists recommended doctor,,,,,,,,,,,,,,
338,entailment,the artist that the chaplain expected recommended the officers .,the artist recommended the officers .,artist chaplain expected artist,,,,,,,,,,,,,,
339,entailment,the psychotherapists that the artist found introduced the therapists .,the psychotherapists introduced the therapists .,psychotherapists artist found psychotherapists,,,,,,,,,,,,,,
340,entailment,the banker that the officer disturbed recommended the authors .,the banker recommended the authors .,banker officer disturbed banker,,,,,,,,,,,,,,
341,entailment,the administrators that the banker found introduced the chaplains .,the administrators introduced the chaplains .,administrators banker found administrators,,,,,,,,,,,,,,
342,entailment,the artists that the counselor deceived introduced the colorist .,the artists introduced the colorist .,artists counselor deceived artists,,,,,,,,,,,,,,
343,entailment,the chaplain who the colorists expected deceived the psychotherapists .,the chaplain deceived the psychotherapists .,chaplain colorists expected chaplain,,,,,,,,,,,,,,
344,entailment,the doctor who the colorists contacted disturbed the tourists .,the doctor disturbed the tourists .,doctor colorists contacted doctor,,,,,,,,,,,,,,
345,entailment,the chaplains that the artists introduced disturbed the administrator .,the chaplains disturbed the administrator .,chaplains artists introduced chaplains,,,,,,,,,,,,,,
346,entailment,the designers that the essayists needed contacted the administrator .,the designers contacted the administrator .,designers essayists needed designers,,,,,,,,,,,,,,
347,entailment,the doctors that the nurse brought called the bankers .,the doctors called the bankers .,doctors nurse brought doctors,,,,,,,,,,,,,,
348,entailment,the therapists who the lawyers disturbed expected the planner .,the therapists expected the planner .,therapists lawyers disturbed therapists,,,,,,,,,,,,,,
349,entailment,the designer who the curator contacted found the musicians .,the designer found the musicians .,designer curator contacted designer,,,,,,,,,,,,,,
350,entailment,the therapist who the designers needed offended the chaplain .,the therapist offended the chaplain .,therapist designers needed therapist,,,,,,,,,,,,,,
351,entailment,the therapists who the planners offended called the designers .,the therapists called the designers .,therapists planners offended therapists,,,,,,,,,,,,,,
352,entailment,the authors who the lawyer disturbed called the musician .,the authors called the musician .,authors lawyer disturbed authors,,,,,,,,,,,,,,
353,entailment,the banker that the colorist expected contacted the essayist .,the banker contacted the essayist .,banker colorist expected banker,,,,,,,,,,,,,,
354,entailment,the artist that the judge found brought the potters .,the artist brought the potters .,artist judge found artist,,,,,,,,,,,,,,
355,entailment,the lawyers that the colorists contacted introduced the artist .,the lawyers introduced the artist .,lawyers colorists contacted lawyers,,,,,,,,,,,,,,
356,entailment,the chaplains who the tourists needed brought the lawyer .,the chaplains brought the lawyer .,chaplains tourists needed chaplains,,,,,,,,,,,,,,
357,entailment,the therapists that the essayists contacted found the doctors .,the therapists found the doctors .,therapists essayists contacted therapists,,,,,,,,,,,,,,
358,entailment,the musicians who the administrator disturbed recommended the artists .,the musicians recommended the artists .,musicians administrator disturbed musicians,,,,,,,,,,,,,,
359,entailment,the administrator that the officers called recommended the photographers .,the administrator recommended the photographers .,administrator officers called administrator,,,,,,,,,,,,,,
360,entailment,the director who the designers found deceived the counselor .,the director deceived the counselor .,director designers found director,,,,,,,,,,,,,,
361,entailment,the tourists who the sculptors expected recommended the author .,the tourists recommended the author .,tourists sculptors expected tourists,,,,,,,,,,,,,,
362,entailment,the doctors who the colorists brought contacted the officer .,the doctors contacted the officer .,doctors colorists brought doctors,,,,,,,,,,,,,,
363,entailment,the curators that the psychotherapist brought recommended the musicians .,the curators recommended the musicians .,curators psychotherapist brought curators,,,,,,,,,,,,,,
364,entailment,the banker who the doctor found called the counselors .,the banker called the counselors .,banker doctor found banker,,,,,,,,,,,,,,
365,entailment,the photographer that the potter deceived introduced the officer .,the photographer introduced the officer .,photographer potter deceived photographer,,,,,,,,,,,,,,
366,entailment,the essayists that the doctors needed called the judges .,the essayists called the judges .,essayists doctors needed essayists,,,,,,,,,,,,,,
367,entailment,the judge who the colorists brought introduced the chaplains .,the judge introduced the chaplains .,judge colorists brought judge,,,,,,,,,,,,,,
368,entailment,the psychotherapist that the colorists needed deceived the chaplains .,the psychotherapist deceived the chaplains .,psychotherapist colorists needed psychotherapist,,,,,,,,,,,,,,
369,entailment,the artist that the bankers found introduced the curators .,the artist introduced the curators .,artist bankers found artist,,,,,,,,,,,,,,
370,entailment,the authors that the planner found contacted the artist .,the authors contacted the artist .,authors planner found authors,,,,,,,,,,,,,,
371,entailment,the illustrators who the banker found brought the psychotherapist .,the illustrators brought the psychotherapist .,illustrators banker found illustrators,,,,,,,,,,,,,,
372,entailment,the judges that the nurse contacted recommended the directors .,the judges recommended the directors .,judges nurse contacted judges,,,,,,,,,,,,,,
373,entailment,the counselors that the analysts found contacted the planner .,the counselors contacted the planner .,counselors analysts found counselors,,,,,,,,,,,,,,
374,entailment,the psychotherapist who the analysts brought disturbed the therapists .,the psychotherapist disturbed the therapists .,psychotherapist analysts brought psychotherapist,,,,,,,,,,,,,,
375,entailment,the photographers that the artist introduced brought the analyst .,the photographers brought the analyst .,photographers artist introduced photographers,,,,,,,,,,,,,,
376,entailment,the chaplain who the analysts needed called the curator .,the chaplain called the curator .,chaplain analysts needed chaplain,,,,,,,,,,,,,,
377,entailment,the psychotherapist who the potter contacted deceived the photographers .,the psychotherapist deceived the photographers .,psychotherapist potter contacted psychotherapist,,,,,,,,,,,,,,
378,entailment,the administrator who the essayist introduced deceived the tourist .,the administrator deceived the tourist .,administrator essayist introduced administrator,,,,,,,,,,,,,,
379,entailment,the colorist that the counselors found deceived the photographers .,the colorist deceived the photographers .,colorist counselors found colorist,,,,,,,,,,,,,,
380,entailment,the designers who the therapists disturbed brought the judges .,the designers brought the judges .,designers therapists disturbed designers,,,,,,,,,,,,,,
381,entailment,the musicians who the authors offended contacted the officer .,the musicians contacted the officer .,musicians authors offended musicians,,,,,,,,,,,,,,
382,entailment,the illustrators who the essayist expected called the counselors .,the illustrators called the counselors .,illustrators essayist expected illustrators,,,,,,,,,,,,,,
383,entailment,the doctor that the analysts recommended brought the artists .,the doctor brought the artists .,doctor analysts recommended doctor,,,,,,,,,,,,,,
480,entailment,the artists who expected the banker found the colorist .,the artists found the colorist .,artists expected banker artists,,,,,,,,,,,,,,
481,entailment,the therapist that expected the artist found the chaplains .,the therapist found the chaplains .,therapist expected artist therapist,,,,,,,,,,,,,,
482,entailment,the sculptors who disturbed the tourist deceived the banker .,the sculptors deceived the banker .,sculptors disturbed tourist sculptors,,,,,,,,,,,,,,
483,entailment,the lawyers who called the chaplains introduced the nurse .,the lawyers introduced the nurse .,lawyers called chaplains lawyers,,,,,,,,,,,,,,
484,entailment,the director that expected the bankers brought the judges .,the director brought the judges .,director expected bankers director,,,,,,,,,,,,,,
485,entailment,the planner that introduced the analyst recommended the designers .,the planner recommended the designers .,planner introduced analyst planner,,,,,,,,,,,,,,
486,entailment,the illustrators that called the essayists offended the tourist .,the illustrators offended the tourist .,illustrators called essayists illustrators,,,,,,,,,,,,,,
487,entailment,the tourists that deceived the artist disturbed the judge .,the tourists disturbed the judge .,tourists deceived artist tourists,,,,,,,,,,,,,,
488,entailment,the chaplains who expected the counselor deceived the potter .,the chaplains deceived the potter .,chaplains expected counselor chaplains,,,,,,,,,,,,,,
489,entailment,the artists who offended the counselor contacted the essayists .,the artists contacted the essayists .,artists offended counselor artists,,,,,,,,,,,,,,
490,entailment,the potter that called the planners introduced the author .,the potter introduced the author .,potter called planners potter,,,,,,,,,,,,,,
491,entailment,the illustrators who brought the analysts called the essayist .,the illustrators called the essayist .,illustrators brought analysts illustrators,,,,,,,,,,,,,,
492,entailment,the author who needed the doctors contacted the counselors .,the author contacted the counselors .,author needed doctors author,,,,,,,,,,,,,,
493,entailment,the potter who disturbed the sculptor deceived the lawyer .,the potter deceived the lawyer .,potter disturbed sculptor potter,,,,,,,,,,,,,,
494,entailment,the analysts that disturbed the colorists deceived the essayists .,the analysts deceived the essayists .,analysts disturbed colorists analysts,,,,,,,,,,,,,,
495,entailment,the designers who found the planner expected the judges .,the designers expected the judges .,designers found planner designers,,,,,,,,,,,,,,
496,entailment,the psychotherapist who called the planners recommended the counselor .,the psychotherapist recommended the counselor .,psychotherapist called planners psychotherapist,,,,,,,,,,,,,,
497,entailment,the director that found the essayists called the planner .,the director called the planner .,director found essayists director,,,,,,,,,,,,,,
498,entailment,the musician who offended the curators deceived the sculptor .,the musician deceived the sculptor .,musician offended curators musician,,,,,,,,,,,,,,
499,entailment,the planners that contacted the officers deceived the artist .,the planners deceived the artist .,planners contacted officers planners,,,,,,,,,,,,,,
500,entailment,the nurses that contacted the planners called the bankers .,the nurses called the bankers .,nurses contacted planners nurses,,,,,,,,,,,,,,
501,entailment,the directors that called the authors found the designers .,the directors found the designers .,directors called authors directors,,,,,,,,,,,,,,
502,entailment,the administrator who disturbed the musician found the directors .,the administrator found the directors .,administrator disturbed musician administrator,,,,,,,,,,,,,,
503,entailment,the photographers that recommended the banker called the potters .,the photographers called the potters .,photographers recommended banker photographers,,,,,,,,,,,,,,
504,entailment,the planner that called the nurse expected the sculptors .,the planner expected the sculptors .,planner called nurse planner,,,,,,,,,,,,,,
505,entailment,the planners who needed the authors contacted the illustrator .,the planners contacted the illustrator .,planners needed authors planners,,,,,,,,,,,,,,
506,entailment,the tourist that offended the officer called the nurses .,the tourist called the nurses .,tourist offended officer tourist,,,,,,,,,,,,,,
507,entailment,the colorist who contacted the administrator deceived the designer .,the colorist deceived the designer .,colorist contacted administrator colorist,,,,,,,,,,,,,,
508,entailment,the photographers who found the designers deceived the counselors .,the photographers deceived the counselors .,photographers found designers photographers,,,,,,,,,,,,,,
509,entailment,the sculptors who disturbed the tourists called the counselor .,the sculptors called the counselor .,sculptors disturbed tourists sculptors,,,,,,,,,,,,,,
510,entailment,the musician who recommended the director needed the officer .,the musician needed the officer .,musician recommended director musician,,,,,,,,,,,,,,
511,entailment,the bankers that expected the analyst needed the potter .,the bankers needed the potter .,bankers expected analyst bankers,,,,,,,,,,,,,,
512,entailment,the designers that contacted the tourist needed the illustrators .,the designers needed the illustrators .,designers contacted tourist designers,,,,,,,,,,,,,,
