pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
330,entailment,the singer who the professor contacted deceived the sculptors .,the singer deceived the sculptors .,singer professor contacted singer,,,,,,,,,,,,,,
331,entailment,the sculptors who the technician needed deceived the lawyer .,the sculptors deceived the lawyer .,sculptors technician needed sculptors,,,,,,,,,,,,,,
332,entailment,the technician who the designer thanked deceived the lawyers .,the technician deceived the lawyers .,technician designer thanked technician,,,,,,,,,,,,,,
333,entailment,the engineer who the directors needed disturbed the actor .,the engineer disturbed the actor .,engineer directors needed engineer,,,,,,,,,,,,,,
334,entailment,the architects who the colorist advised deceived the chaplains .,the architects deceived the chaplains .,architects colorist advised architects,,,,,,,,,,,,,,
335,entailment,the chaplains who the director contacted mentioned the tourists .,the chaplains mentioned the tourists .,chaplains director contacted chaplains,,,,,,,,,,,,,,
336,entailment,the technician who the doctors advised found the writer .,the technician found the writer .,technician doctors advised technician,,,,,,,,,,,,,,
337,entailment,the photojournalist who the technologists advised mentioned the director .,the photojournalist mentioned the director .,photojournalist technologists advised photojournalist,,,,,,,,,,,,,,
338,entailment,the nurses who the judge deceived brought the potter .,the nurses brought the potter .,nurses judge deceived nurses,,,,,,,,,,,,,,
339,entailment,the director who the lawyer brought deceived the psychiatrists .,the director deceived the psychiatrists .,director lawyer brought director,,,,,,,,,,,,,,
340,entailment,the sculptor who the singers mentioned thanked the musicians .,the sculptor thanked the musicians .,sculptor singers mentioned sculptor,,,,,,,,,,,,,,
341,entailment,the director who the artisan contacted thanked the architects .,the director thanked the architects .,director artisan contacted director,,,,,,,,,,,,,,
342,entailment,the artist who the lawyer contacted brought the doctors .,the artist brought the doctors .,artist lawyer contacted artist,,,,,,,,,,,,,,
343,entailment,the tourists who the judges addressed mentioned the workers .,the tourists mentioned the workers .,tourists judges addressed tourists,,,,,,,,,,,,,,
344,entailment,the tourist who the chaplain addressed mentioned the photojournalists .,the tourist mentioned the photojournalists .,tourist chaplain addressed tourist,,,,,,,,,,,,,,
345,entailment,the technician who the artisans found thanked the judges .,the technician thanked the judges .,technician artisans found technician,,,,,,,,,,,,,,
346,entailment,the director who the sculptors addressed supported the workers .,the director supported the workers .,director sculptors addressed director,,,,,,,,,,,,,,
347,entailment,the pencillers who the singers supported disturbed the sculptors .,the pencillers disturbed the sculptors .,pencillers singers supported pencillers,,,,,,,,,,,,,,
348,entailment,the penciller who the colorist deceived thanked the designer .,the penciller thanked the designer .,penciller colorist deceived penciller,,,,,,,,,,,,,,
349,entailment,the tourist who the engineers supported advised the architects .,the tourist advised the architects .,tourist engineers supported tourist,,,,,,,,,,,,,,
350,entailment,the writers who the pencillers brought disturbed the designer .,the writers disturbed the designer .,writers pencillers brought writers,,,,,,,,,,,,,,
351,entailment,the designer who the doctors deceived addressed the musician .,the designer addressed the musician .,designer doctors deceived designer,,,,,,,,,,,,,,
640,entailment,the photojournalist and the pencillers disturbed the lawyer .,the photojournalist disturbed the lawyer .,photojournalist photojournalist pencillers,,,,,,,,,,,,,,
641,entailment,the tourist and the musicians advised the writers .,the tourist advised the writers .,tourist tourist musicians,,,,,,,,,,,,,,
642,entailment,the musician and the technician contacted the lyricist .,the musician contacted the lyricist .,musician musician technician,,,,,,,,,,,,,,
643,entailment,the professor and the director brought the nurse .,the professor brought the nurse .,professor professor director,,,,,,,,,,,,,,
644,entailment,the artisan and the directors thanked the workers .,the artisan thanked the workers .,artisan artisan directors,,,,,,,,,,,,,,
645,entailment,the artist and the actors disturbed the tourists .,the artist disturbed the tourists .,artist artist actors,,,,,,,,,,,,,,
646,entailment,the psychiatrist and the nurse contacted the artist .,the psychiatrist contacted the artist .,psychiatrist psychiatrist nurse,,,,,,,,,,,,,,
647,entailment,the musician and the tourists deceived the director .,the musician deceived the director .,musician musician tourists,,,,,,,,,,,,,,
648,entailment,the colorists and the engineer needed the workers .,the colorists needed the workers .,colorists colorists engineer,,,,,,,,,,,,,,
649,entailment,the judge and the writer mentioned the nurse .,the judge mentioned the nurse .,judge judge writer,,,,,,,,,,,,,,
650,entailment,the photojournalist and the sculptors found the professors .,the photojournalist found the professors .,photojournalist photojournalist sculptors,,,,,,,,,,,,,,
651,entailment,the artist and the psychiatrist mentioned the lawyers .,the artist mentioned the lawyers .,artist artist psychiatrist,,,,,,,,,,,,,,
652,entailment,the artisans and the technologists deceived the lawyers .,the artisans deceived the lawyers .,artisans artisans technologists,,,,,,,,,,,,,,
653,entailment,the writers and the directors found the musicians .,the writers found the musicians .,writers writers directors,,,,,,,,,,,,,,
654,entailment,the architect and the lyricists found the artists .,the architect found the artists .,architect architect lyricists,,,,,,,,,,,,,,
655,entailment,the musician and the lyricist deceived the sculptor .,the musician deceived the sculptor .,musician musician lyricist,,,,,,,,,,,,,,
656,entailment,the actors and the nurses mentioned the technician .,the actors mentioned the technician .,actors actors nurses,,,,,,,,,,,,,,
657,entailment,the nurse and the professors mentioned the doctor .,the nurse mentioned the doctor .,nurse nurse professors,,,,,,,,,,,,,,
658,entailment,the nurse and the architect brought the photojournalist .,the nurse brought the photojournalist .,nurse nurse architect,,,,,,,,,,,,,,
659,entailment,the psychiatrists and the sculptors brought the tourists .,the psychiatrists brought the tourists .,psychiatrists psychiatrists sculptors,,,,,,,,,,,,,,
660,entailment,the worker and the doctors disturbed the technologists .,the worker disturbed the technologists .,worker worker doctors,,,,,,,,,,,,,,
661,entailment,the photojournalists and the potter disturbed the technologist .,the photojournalists disturbed the technologist .,photojournalists photojournalists potter,,,,,,,,,,,,,,
662,entailment,the designers and the tourists addressed the potter .,the designers addressed the potter .,designers designers tourists,,,,,,,,,,,,,,
663,entailment,the psychiatrists and the photojournalist supported the penciller .,the psychiatrists supported the penciller .,psychiatrists psychiatrists photojournalist,,,,,,,,,,,,,,
664,entailment,the colorists and the directors needed the musician .,the colorists needed the musician .,colorists colorists directors,,,,,,,,,,,,,,
665,entailment,the colorist and the tourist disturbed the lyricists .,the colorist disturbed the lyricists .,colorist colorist tourist,,,,,,,,,,,,,,
666,entailment,the chaplain and the professor found the workers .,the chaplain found the workers .,chaplain chaplain professor,,,,,,,,,,,,,,
667,entailment,the musician and the chaplain disturbed the doctors .,the musician disturbed the doctors .,musician musician chaplain,,,,,,,,,,,,,,
668,entailment,the tourists and the potters found the psychiatrist .,the tourists found the psychiatrist .,tourists tourists potters,,,,,,,,,,,,,,
669,entailment,the technicians and the psychiatrists found the sculptors .,the technicians found the sculptors .,technicians technicians psychiatrists,,,,,,,,,,,,,,
670,entailment,the musicians and the sculptors brought the pencillers .,the musicians brought the pencillers .,musicians musicians sculptors,,,,,,,,,,,,,,
671,entailment,the colorists and the artisan advised the lyricists .,the colorists advised the lyricists .,colorists colorists artisan,,,,,,,,,,,,,,
800,entailment,the artist mentioned the photojournalist and the potter .,the artist mentioned the potter .,potter photojournalist potter,,,,,,,,,,,,,,
801,entailment,the writer thanked the professors and the lyricists .,the writer thanked the lyricists .,lyricists professors lyricists,,,,,,,,,,,,,,
802,entailment,the colorist addressed the musician and the lyricists .,the colorist addressed the lyricists .,lyricists musician lyricists,,,,,,,,,,,,,,
803,entailment,the chaplains found the potters and the engineer .,the chaplains found the engineer .,engineer potters engineer,,,,,,,,,,,,,,
804,entailment,the designers thanked the singers and the actor .,the designers thanked the actor .,actor singers actor,,,,,,,,,,,,,,
805,entailment,the colorist deceived the writers and the director .,the colorist deceived the director .,director writers director,,,,,,,,,,,,,,
806,entailment,the artisans advised the actors and the musician .,the artisans advised the musician .,musician actors musician,,,,,,,,,,,,,,
807,entailment,the penciller found the technologist and the lyricist .,the penciller found the lyricist .,lyricist technologist lyricist,,,,,,,,,,,,,,
808,entailment,the workers contacted the potters and the actors .,the workers contacted the actors .,actors potters actors,,,,,,,,,,,,,,
809,entailment,the colorist addressed the artisan and the actor .,the colorist addressed the actor .,actor artisan actor,,,,,,,,,,,,,,
810,entailment,the technologist mentioned the chaplain and the designers .,the technologist mentioned the designers .,designers chaplain designers,,,,,,,,,,,,,,
811,entailment,the engineers needed the chaplain and the sculptor .,the engineers needed the sculptor .,sculptor chaplain sculptor,,,,,,,,,,,,,,
812,entailment,the workers addressed the director and the photojournalists .,the workers addressed the photojournalists .,photojournalists director photojournalists,,,,,,,,,,,,,,
813,entailment,the architect deceived the director and the actor .,the architect deceived the actor .,actor director actor,,,,,,,,,,,,,,
814,entailment,the musician deceived the workers and the engineers .,the musician deceived the engineers .,engineers workers engineers,,,,,,,,,,,,,,
815,entailment,the writers addressed the musicians and the judge .,the writers addressed the judge .,judge musicians judge,,,,,,,,,,,,,,
816,entailment,the lyricists advised the psychiatrists and the colorists .,the lyricists advised the colorists .,colorists psychiatrists colorists,,,,,,,,,,,,,,
817,entailment,the worker addressed the colorists and the nurse .,the worker addressed the nurse .,nurse colorists nurse,,,,,,,,,,,,,,
818,entailment,the lawyers needed the artisan and the workers .,the lawyers needed the workers .,workers artisan workers,,,,,,,,,,,,,,
819,entailment,the designers found the artists and the technicians .,the designers found the technicians .,technicians artists technicians,,,,,,,,,,,,,,
820,entailment,the lyricist disturbed the artisans and the nurse .,the lyricist disturbed the nurse .,nurse artisans nurse,,,,,,,,,,,,,,
821,entailment,the lyricist thanked the engineer and the actors .,the lyricist thanked the actors .,actors engineer actors,,,,,,,,,,,,,,
822,entailment,the doctor thanked the penciller and the colorists .,the doctor thanked the colorists .,colorists penciller colorists,,,,,,,,,,,,,,
823,entailment,the singers needed the colorist and the chaplain .,the singers needed the chaplain .,chaplain colorist chaplain,,,,,,,,,,,,,,
824,entailment,the technologists supported the singers and the professors .,the technologists supported the professors .,professors singers professors,,,,,,,,,,,,,,
825,entailment,the technologist contacted the director and the architect .,the technologist contacted the architect .,architect director architect,,,,,,,,,,,,,,
826,entailment,the engineer supported the colorist and the sculptors .,the engineer supported the sculptors .,sculptors colorist sculptors,,,,,,,,,,,,,,
827,entailment,the actor mentioned the judge and the professors .,the actor mentioned the professors .,professors judge professors,,,,,,,,,,,,,,
828,entailment,the nurse needed the judge and the designer .,the nurse needed the designer .,designer judge designer,,,,,,,,,,,,,,
829,entailment,the director addressed the colorist and the professors .,the director addressed the professors .,professors colorist professors,,,,,,,,,,,,,,
830,entailment,the potters thanked the judges and the engineer .,the potters thanked the engineer .,engineer judges engineer,,,,,,,,,,,,,,
831,entailment,the potter brought the pencillers and the lyricist .,the potter brought the lyricist .,lyricist pencillers lyricist,,,,,,,,,,,,,,
960,entailment,the photojournalist was advised by the nurses .,the nurses advised the photojournalist .,advised advised photojournalist nurses,,,,,,,,,,,,,,
961,entailment,the technician was addressed by the potter .,the potter addressed the technician .,addressed addressed technician potter,,,,,,,,,,,,,,
962,entailment,the nurse was supported by the psychiatrists .,the psychiatrists supported the nurse .,supported supported nurse psychiatrists,,,,,,,,,,,,,,
963,entailment,the sculptor was supported by the lyricists .,the lyricists supported the sculptor .,supported supported sculptor lyricists,,,,,,,,,,,,,,
964,entailment,the judge was needed by the professors .,the professors needed the judge .,needed needed judge professors,,,,,,,,,,,,,,
965,entailment,the lyricist was thanked by the chaplain .,the chaplain thanked the lyricist .,thanked thanked lyricist chaplain,,,,,,,,,,,,,,
966,entailment,the judge was mentioned by the lawyer .,the lawyer mentioned the judge .,mentioned mentioned judge lawyer,,,,,,,,,,,,,,
967,entailment,the designer was brought by the doctors .,the doctors brought the designer .,brought brought designer doctors,,,,,,,,,,,,,,
968,entailment,the psychiatrist was addressed by the technician .,the technician addressed the psychiatrist .,addressed addressed psychiatrist technician,,,,,,,,,,,,,,
969,entailment,the lawyer was supported by the musicians .,the musicians supported the lawyer .,supported supported lawyer musicians,,,,,,,,,,,,,,
970,entailment,the worker was thanked by the potters .,the potters thanked the worker .,thanked thanked worker potters,,,,,,,,,,,,,,
971,entailment,the technician was deceived by the designer .,the designer deceived the technician .,deceived deceived technician designer,,,,,,,,,,,,,,
972,entailment,the doctor was supported by the chaplains .,the chaplains supported the doctor .,supported supported doctor chaplains,,,,,,,,,,,,,,
973,entailment,the judge was contacted by the professors .,the professors contacted the judge .,contacted contacted judge professors,,,,,,,,,,,,,,
974,entailment,the psychiatrist was contacted by the artisan .,the artisan contacted the psychiatrist .,contacted contacted psychiatrist artisan,,,,,,,,,,,,,,
975,entailment,the architect was thanked by the singers .,the singers thanked the architect .,thanked thanked architect singers,,,,,,,,,,,,,,
976,entailment,the potter was needed by the sculptors .,the sculptors needed the potter .,needed needed potter sculptors,,,,,,,,,,,,,,
977,entailment,the artisan was deceived by the sculptor .,the sculptor deceived the artisan .,deceived deceived artisan sculptor,,,,,,,,,,,,,,
978,entailment,the writer was found by the judge .,the judge found the writer .,found found writer judge,,,,,,,,,,,,,,
979,entailment,the lyricist was supported by the designers .,the designers supported the lyricist .,supported supported lyricist designers,,,,,,,,,,,,,,
980,entailment,the judge was advised by the doctor .,the doctor advised the judge .,advised advised judge doctor,,,,,,,,,,,,,,
981,entailment,the lyricist was addressed by the architects .,the architects addressed the lyricist .,addressed addressed lyricist architects,,,,,,,,,,,,,,
982,entailment,the chaplain was needed by the professors .,the professors needed the chaplain .,needed needed chaplain professors,,,,,,,,,,,,,,
983,entailment,the nurse was needed by the professor .,the professor needed the nurse .,needed needed nurse professor,,,,,,,,,,,,,,
984,entailment,the doctor was deceived by the pencillers .,the pencillers deceived the doctor .,deceived deceived doctor pencillers,,,,,,,,,,,,,,
985,entailment,the actor was supported by the artist .,the artist supported the actor .,supported supported actor artist,,,,,,,,,,,,,,
986,entailment,the engineer was thanked by the colorist .,the colorist thanked the engineer .,thanked thanked engineer colorist,,,,,,,,,,,,,,
987,entailment,the doctor was deceived by the potter .,the potter deceived the doctor .,deceived deceived doctor potter,,,,,,,,,,,,,,
988,entailment,the lawyer was found by the lyricist .,the lyricist found the lawyer .,found found lawyer lyricist,,,,,,,,,,,,,,
989,entailment,the singer was deceived by the psychiatrist .,the psychiatrist deceived the singer .,deceived deceived singer psychiatrist,,,,,,,,,,,,,,
990,entailment,the doctor was addressed by the lawyers .,the lawyers addressed the doctor .,addressed addressed doctor lawyers,,,,,,,,,,,,,,
991,entailment,the chaplain was needed by the psychiatrists .,the psychiatrists needed the chaplain .,needed needed chaplain psychiatrists,,,,,,,,,,,,,,
1280,entailment,the musicians who the lyricist found needed the judges .,the lyricist found the musicians .,lyricist found musicians,,,,,,,,,,,,,,
1281,entailment,the artist who the photojournalist disturbed thanked the lyricists .,the photojournalist disturbed the artist .,photojournalist disturbed artist,,,,,,,,,,,,,,
1282,entailment,the photojournalists who the actor needed thanked the lawyer .,the actor needed the photojournalists .,actor needed photojournalists,,,,,,,,,,,,,,
1283,entailment,the professors who the technicians supported deceived the actor .,the technicians supported the professors .,technicians supported professors,,,,,,,,,,,,,,
1284,entailment,the writer who the lawyer found needed the doctors .,the lawyer found the writer .,lawyer found writer,,,,,,,,,,,,,,
1285,entailment,the designers who the artist deceived found the technologists .,the artist deceived the designers .,artist deceived designers,,,,,,,,,,,,,,
1286,entailment,the actor who the artists brought thanked the colorists .,the artists brought the actor .,artists brought actor,,,,,,,,,,,,,,
1287,entailment,the potters who the worker mentioned brought the nurse .,the worker mentioned the potters .,worker mentioned potters,,,,,,,,,,,,,,
1288,entailment,the artist who the technician mentioned addressed the designer .,the technician mentioned the artist .,technician mentioned artist,,,,,,,,,,,,,,
1289,entailment,the psychiatrists who the directors deceived advised the musician .,the directors deceived the psychiatrists .,directors deceived psychiatrists,,,,,,,,,,,,,,
1290,entailment,the nurses who the tourist thanked contacted the professors .,the tourist thanked the nurses .,tourist thanked nurses,,,,,,,,,,,,,,
1291,entailment,the workers who the sculptors mentioned supported the photojournalist .,the sculptors mentioned the workers .,sculptors mentioned workers,,,,,,,,,,,,,,
1292,entailment,the artisans who the artist addressed found the engineer .,the artist addressed the artisans .,artist addressed artisans,,,,,,,,,,,,,,
1293,entailment,the nurses who the engineers needed addressed the colorist .,the engineers needed the nurses .,engineers needed nurses,,,,,,,,,,,,,,
1294,entailment,the photojournalists who the artisan disturbed advised the colorists .,the artisan disturbed the photojournalists .,artisan disturbed photojournalists,,,,,,,,,,,,,,
1295,entailment,the professor who the engineers mentioned found the sculptor .,the engineers mentioned the professor .,engineers mentioned professor,,,,,,,,,,,,,,
1296,entailment,the technician who the doctor addressed found the workers .,the doctor addressed the technician .,doctor addressed technician,,,,,,,,,,,,,,
1297,entailment,the chaplain who the writers needed deceived the technician .,the writers needed the chaplain .,writers needed chaplain,,,,,,,,,,,,,,
1298,entailment,the potter who the chaplain mentioned brought the judge .,the chaplain mentioned the potter .,chaplain mentioned potter,,,,,,,,,,,,,,
1299,entailment,the potter who the pencillers thanked mentioned the psychiatrists .,the pencillers thanked the potter .,pencillers thanked potter,,,,,,,,,,,,,,
1300,entailment,the artists who the designers deceived disturbed the professors .,the designers deceived the artists .,designers deceived artists,,,,,,,,,,,,,,
1301,entailment,the colorist who the musician deceived found the nurses .,the musician deceived the colorist .,musician deceived colorist,,,,,,,,,,,,,,
1302,entailment,the engineers who the musician supported needed the lyricists .,the musician supported the engineers .,musician supported engineers,,,,,,,,,,,,,,
1303,entailment,the architects who the chaplain addressed mentioned the professors .,the chaplain addressed the architects .,chaplain addressed architects,,,,,,,,,,,,,,
1304,entailment,the designer who the penciller thanked deceived the doctors .,the penciller thanked the designer .,penciller thanked designer,,,,,,,,,,,,,,
1305,entailment,the writer who the nurse needed addressed the colorists .,the nurse needed the writer .,nurse needed writer,,,,,,,,,,,,,,
1306,entailment,the sculptor who the photojournalist found contacted the nurse .,the photojournalist found the sculptor .,photojournalist found sculptor,,,,,,,,,,,,,,
1307,entailment,the nurses who the sculptors disturbed supported the technologist .,the sculptors disturbed the nurses .,sculptors disturbed nurses,,,,,,,,,,,,,,
1308,entailment,the singer who the musician found mentioned the chaplain .,the musician found the singer .,musician found singer,,,,,,,,,,,,,,
1309,entailment,the lawyer who the professor addressed deceived the tourist .,the professor addressed the lawyer .,professor addressed lawyer,,,,,,,,,,,,,,
1310,entailment,the lyricist who the artists found brought the doctors .,the artists found the lyricist .,artists found lyricist,,,,,,,,,,,,,,
1311,entailment,the photojournalists who the chaplains mentioned disturbed the designers .,the chaplains mentioned the photojournalists .,chaplains mentioned photojournalists,,,,,,,,,,,,,,
1760,entailment,the artist needed the engineer who the directors mentioned .,the directors mentioned the engineer .,engineer directors mentioned,,,,,,,,,,,,,,
1761,entailment,the workers mentioned the sculptors who the psychiatrists disturbed .,the psychiatrists disturbed the sculptors .,sculptors psychiatrists disturbed,,,,,,,,,,,,,,
1762,entailment,the actor supported the lawyers who the technician needed .,the technician needed the lawyers .,lawyers technician needed,,,,,,,,,,,,,,
1763,entailment,the judges contacted the doctor who the lyricists mentioned .,the lyricists mentioned the doctor .,doctor lyricists mentioned,,,,,,,,,,,,,,
1764,entailment,the director advised the potters who the psychiatrists mentioned .,the psychiatrists mentioned the potters .,potters psychiatrists mentioned,,,,,,,,,,,,,,
1765,entailment,the singer disturbed the writer who the tourist found .,the tourist found the writer .,writer tourist found,,,,,,,,,,,,,,
1766,entailment,the architects advised the technologists who the judge thanked .,the judge thanked the technologists .,technologists judge thanked,,,,,,,,,,,,,,
1767,entailment,the technicians found the lyricist who the psychiatrists brought .,the psychiatrists brought the lyricist .,lyricist psychiatrists brought,,,,,,,,,,,,,,
1768,entailment,the lawyers found the tourist who the psychiatrist addressed .,the psychiatrist addressed the tourist .,tourist psychiatrist addressed,,,,,,,,,,,,,,
1769,entailment,the engineers mentioned the potters who the sculptors brought .,the sculptors brought the potters .,potters sculptors brought,,,,,,,,,,,,,,
1770,entailment,the artisan found the nurses who the writer addressed .,the writer addressed the nurses .,nurses writer addressed,,,,,,,,,,,,,,
1771,entailment,the technologists addressed the technicians who the actors mentioned .,the actors mentioned the technicians .,technicians actors mentioned,,,,,,,,,,,,,,
1772,entailment,the professors advised the architects who the worker thanked .,the worker thanked the architects .,architects worker thanked,,,,,,,,,,,,,,
1773,entailment,the nurse brought the directors who the writers advised .,the writers advised the directors .,directors writers advised,,,,,,,,,,,,,,
1774,entailment,the technician needed the technologists who the engineer addressed .,the engineer addressed the technologists .,technologists engineer addressed,,,,,,,,,,,,,,
1775,entailment,the lyricists deceived the tourist who the musician mentioned .,the musician mentioned the tourist .,tourist musician mentioned,,,,,,,,,,,,,,
1776,entailment,the lyricist brought the technologists who the potters contacted .,the potters contacted the technologists .,technologists potters contacted,,,,,,,,,,,,,,
1777,entailment,the director needed the technician who the musicians found .,the musicians found the technician .,technician musicians found,,,,,,,,,,,,,,
1778,entailment,the architect disturbed the designers who the directors thanked .,the directors thanked the designers .,designers directors thanked,,,,,,,,,,,,,,
1779,entailment,the chaplain needed the lyricist who the technologists deceived .,the technologists deceived the lyricist .,lyricist technologists deceived,,,,,,,,,,,,,,
1780,entailment,the architects needed the actors who the colorists supported .,the colorists supported the actors .,actors colorists supported,,,,,,,,,,,,,,
1781,entailment,the lawyers supported the judges who the actors found .,the actors found the judges .,judges actors found,,,,,,,,,,,,,,
1782,entailment,the engineer needed the technicians who the sculptors advised .,the sculptors advised the technicians .,technicians sculptors advised,,,,,,,,,,,,,,
1783,entailment,the engineer contacted the tourist who the musicians brought .,the musicians brought the tourist .,tourist musicians brought,,,,,,,,,,,,,,
1784,entailment,the musician addressed the tourist who the lyricist contacted .,the lyricist contacted the tourist .,tourist lyricist contacted,,,,,,,,,,,,,,
1785,entailment,the director supported the artisans who the singer found .,the singer found the artisans .,artisans singer found,,,,,,,,,,,,,,
1786,entailment,the singers found the nurse who the professor mentioned .,the professor mentioned the nurse .,nurse professor mentioned,,,,,,,,,,,,,,
1787,entailment,the worker supported the chaplain who the artisans advised .,the artisans advised the chaplain .,chaplain artisans advised,,,,,,,,,,,,,,
1788,entailment,the lawyers needed the actors who the psychiatrist contacted .,the psychiatrist contacted the actors .,actors psychiatrist contacted,,,,,,,,,,,,,,
1789,entailment,the designers addressed the colorists who the psychiatrists thanked .,the psychiatrists thanked the colorists .,colorists psychiatrists thanked,,,,,,,,,,,,,,
