pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
320,entailment,the officers that the musicians avoided deceived the psychiatrist .,the officers deceived the psychiatrist .,,,,,,,,,,,,,,,
321,entailment,the artisans that the dancers introduced supported the programmer .,the artisans supported the programmer .,,,,,,,,,,,,,,,
322,entailment,the illustrators that the actor saw deceived the administrator .,the illustrators deceived the administrator .,,,,,,,,,,,,,,,
323,entailment,the senator that the psychiatrists found thanked the administrators .,the senator thanked the administrators .,,,,,,,,,,,,,,,
324,entailment,the potters that the writer found mentioned the musicians .,the potters mentioned the musicians .,,,,,,,,,,,,,,,
325,entailment,the director that the chaplain offended saw the officers .,the director saw the officers .,,,,,,,,,,,,,,,
326,entailment,the essayist that the doctors mentioned found the stylists .,the essayist found the stylists .,,,,,,,,,,,,,,,
327,entailment,the stylist that the doctor offended supported the dancer .,the stylist supported the dancer .,,,,,,,,,,,,,,,
480,entailment,the tourists that recommended the officers avoided the professor .,the tourists avoided the professor .,,,,,,,,,,,,,,,
481,entailment,the officer that mentioned the scientist deceived the baker .,the officer deceived the baker .,,,,,,,,,,,,,,,
482,entailment,the musicians that avoided the director introduced the therapist .,the musicians introduced the therapist .,,,,,,,,,,,,,,,
483,entailment,the professor that recommended the illustrators supported the administrators .,the professor supported the administrators .,,,,,,,,,,,,,,,
484,entailment,the professor that addressed the counselor found the administrator .,the professor found the administrator .,,,,,,,,,,,,,,,
485,entailment,the tourists that mentioned the scientist addressed the dancers .,the tourists addressed the dancers .,,,,,,,,,,,,,,,
486,entailment,the directors that supported the baker deceived the counselors .,the directors deceived the counselors .,,,,,,,,,,,,,,,
487,entailment,the planner that addressed the artisans supported the chaplain .,the planner supported the chaplain .,,,,,,,,,,,,,,,
640,entailment,the actor and the artisan introduced the dancers .,the actor introduced the dancers .,,,,,,,,,,,,,,,
641,entailment,the artisan and the actor saw the musicians .,the artisan saw the musicians .,,,,,,,,,,,,,,,
642,entailment,the tourist and the doctor saw the musician .,the tourist saw the musician .,,,,,,,,,,,,,,,
643,entailment,the musician and the tourists mentioned the senator .,the musician mentioned the senator .,,,,,,,,,,,,,,,
644,entailment,the programmers and the pencillers introduced the bakers .,the programmers introduced the bakers .,,,,,,,,,,,,,,,
645,entailment,the writers and the directors offended the scientists .,the writers offended the scientists .,,,,,,,,,,,,,,,
646,entailment,the bankers and the psychiatrist thanked the actor .,the bankers thanked the actor .,,,,,,,,,,,,,,,
647,entailment,the planners and the pencillers recommended the administrators .,the planners recommended the administrators .,,,,,,,,,,,,,,,
800,entailment,the potters mentioned the pencillers and the tourist .,the potters mentioned the tourist .,,,,,,,,,,,,,,,
801,entailment,the essayist introduced the illustrators and the stylists .,the essayist introduced the stylists .,,,,,,,,,,,,,,,
802,entailment,the officer avoided the doctors and the baker .,the officer avoided the baker .,,,,,,,,,,,,,,,
803,entailment,the stylists saw the officers and the bankers .,the stylists saw the bankers .,,,,,,,,,,,,,,,
804,entailment,the administrator saw the programmers and the senator .,the administrator saw the senator .,,,,,,,,,,,,,,,
805,entailment,the musicians introduced the writers and the administrator .,the musicians introduced the administrator .,,,,,,,,,,,,,,,
806,entailment,the senator recommended the baker and the musician .,the senator recommended the musician .,,,,,,,,,,,,,,,
807,entailment,the pencillers found the doctors and the scientist .,the pencillers found the scientist .,,,,,,,,,,,,,,,
1120,entailment,the scientists were supported by the banker .,the banker supported the scientists .,,,,,,,,,,,,,,,
1121,entailment,the dancers were deceived by the counselor .,the counselor deceived the dancers .,,,,,,,,,,,,,,,
1122,entailment,the counselors were offended by the potters .,the potters offended the counselors .,,,,,,,,,,,,,,,
1123,entailment,the doctors were addressed by the professor .,the professor addressed the doctors .,,,,,,,,,,,,,,,
1124,entailment,the artisans were recommended by the actors .,the actors recommended the artisans .,,,,,,,,,,,,,,,
1125,entailment,the planners were mentioned by the doctor .,the doctor mentioned the planners .,,,,,,,,,,,,,,,
1126,entailment,the therapists were deceived by the senators .,the senators deceived the therapists .,,,,,,,,,,,,,,,
1127,entailment,the professors were saw by the senator .,the senator saw the professors .,,,,,,,,,,,,,,,
1280,entailment,the bankers that the director supported recommended the doctor .,the director supported the bankers .,,,,,,,,,,,,,,,
1281,entailment,the programmer that the pencillers addressed deceived the professor .,the pencillers addressed the programmer .,,,,,,,,,,,,,,,
1282,entailment,the senator that the officer recommended saw the potter .,the officer recommended the senator .,,,,,,,,,,,,,,,
1283,entailment,the actor that the penciller introduced supported the directors .,the penciller introduced the actor .,,,,,,,,,,,,,,,
1284,entailment,the potters that the dancers saw avoided the therapists .,the dancers saw the potters .,,,,,,,,,,,,,,,
1285,entailment,the artisan that the psychiatrists addressed deceived the counselor .,the psychiatrists addressed the artisan .,,,,,,,,,,,,,,,
1286,entailment,the planners that the banker offended mentioned the administrator .,the banker offended the planners .,,,,,,,,,,,,,,,
1287,entailment,the administrators that the planners deceived avoided the professor .,the planners deceived the administrators .,,,,,,,,,,,,,,,
1440,entailment,the illustrators that saw the officers introduced the potter .,the illustrators saw the officers .,,,,,,,,,,,,,,,
1441,entailment,the scientist that found the writers saw the potters .,the scientist found the writers .,,,,,,,,,,,,,,,
1442,entailment,the dancers that recommended the director addressed the doctors .,the dancers recommended the director .,,,,,,,,,,,,,,,
1443,entailment,the senator that recommended the officer avoided the doctors .,the senator recommended the officer .,,,,,,,,,,,,,,,
1444,entailment,the dancers that deceived the counselors supported the scientist .,the dancers deceived the counselors .,,,,,,,,,,,,,,,
1445,entailment,the doctor that introduced the bankers supported the administrators .,the doctor introduced the bankers .,,,,,,,,,,,,,,,
1446,entailment,the planners that recommended the programmer found the scientist .,the planners recommended the programmer .,,,,,,,,,,,,,,,
1447,entailment,the doctor that thanked the musicians found the illustrators .,the doctor thanked the musicians .,,,,,,,,,,,,,,,
1600,entailment,the counselor recommended the programmers that introduced the doctors .,the programmers introduced the doctors .,,,,,,,,,,,,,,,
1601,entailment,the illustrators recommended the essayists that introduced the professors .,the essayists introduced the professors .,,,,,,,,,,,,,,,
1602,entailment,the actor avoided the counselors that introduced the essayist .,the counselors introduced the essayist .,,,,,,,,,,,,,,,
1603,entailment,the essayists supported the therapist that addressed the administrator .,the therapist addressed the administrator .,,,,,,,,,,,,,,,
1604,entailment,the chaplains thanked the essayists that introduced the illustrators .,the essayists introduced the illustrators .,,,,,,,,,,,,,,,
1605,entailment,the artisan thanked the officer that found the tourists .,the officer found the tourists .,,,,,,,,,,,,,,,
1606,entailment,the banker recommended the artisan that introduced the scientist .,the artisan introduced the scientist .,,,,,,,,,,,,,,,
1607,entailment,the essayist deceived the stylists that addressed the counselors .,the stylists addressed the counselors .,,,,,,,,,,,,,,,
1760,entailment,the scientists found the counselors that the programmers mentioned .,the programmers mentioned the counselors .,,,,,,,,,,,,,,,
1761,entailment,the colorists saw the stylists that the director thanked .,the director thanked the stylists .,,,,,,,,,,,,,,,
1762,entailment,the therapists found the counselors that the officer avoided .,the officer avoided the counselors .,,,,,,,,,,,,,,,
1763,entailment,the therapists recommended the doctors that the counselor saw .,the counselor saw the doctors .,,,,,,,,,,,,,,,
1764,entailment,the illustrators offended the officers that the artisans recommended .,the artisans recommended the officers .,,,,,,,,,,,,,,,
1765,entailment,the doctors addressed the potters that the senator recommended .,the senator recommended the potters .,,,,,,,,,,,,,,,
1766,entailment,the directors saw the pencillers that the tourist mentioned .,the tourist mentioned the pencillers .,,,,,,,,,,,,,,,
1767,entailment,the illustrators avoided the stylists that the directors deceived .,the directors deceived the stylists .,,,,,,,,,,,,,,,
1920,neutral,the colorists next to the dancers addressed the writer .,the dancers addressed the colorists .,,,,,,,,,,,,,,,
1921,neutral,the senator by the writers thanked the professor .,the writers thanked the senator .,,,,,,,,,,,,,,,
1922,neutral,the stylist by the actor introduced the officer .,the actor introduced the stylist .,,,,,,,,,,,,,,,
1923,neutral,the artisan next to the officer saw the doctor .,the officer saw the artisan .,,,,,,,,,,,,,,,
1924,neutral,the scientist by the stylist addressed the actor .,the stylist addressed the scientist .,,,,,,,,,,,,,,,
1925,neutral,the senator by the professors thanked the counselor .,the professors thanked the senator .,,,,,,,,,,,,,,,
1926,neutral,the dancer by the officers mentioned the chaplains .,the officers mentioned the dancer .,,,,,,,,,,,,,,,
1927,neutral,the counselor next to the essayists deceived the musician .,the essayists deceived the counselor .,,,,,,,,,,,,,,,
2080,neutral,the artisan by the musicians saw the pencillers .,the pencillers saw the artisan .,,,,,,,,,,,,,,,
2081,neutral,the illustrator next to the baker deceived the chaplain .,the chaplain deceived the illustrator .,,,,,,,,,,,,,,,
2082,neutral,the officers by the senator addressed the counselor .,the counselor addressed the officers .,,,,,,,,,,,,,,,
2083,neutral,the dancer by the doctor supported the potters .,the potters supported the dancer .,,,,,,,,,,,,,,,
2084,neutral,the colorist next to the potter offended the illustrators .,the illustrators offended the colorist .,,,,,,,,,,,,,,,
2085,neutral,the scientist by the doctor mentioned the tourists .,the tourists mentioned the scientist .,,,,,,,,,,,,,,,
2086,neutral,the psychiatrist by the actors introduced the administrators .,the administrators introduced the psychiatrist .,,,,,,,,,,,,,,,
2087,neutral,the illustrators by the professors saw the tourists .,the tourists saw the illustrators .,,,,,,,,,,,,,,,
2240,neutral,the dancers by the professor found the counselor .,the counselor found the professor .,,,,,,,,,,,,,,,
2241,neutral,the essayists next to the musicians saw the scientist .,the scientist saw the musicians .,,,,,,,,,,,,,,,
2242,neutral,the tourist next to the therapist addressed the programmer .,the programmer addressed the therapist .,,,,,,,,,,,,,,,
2243,neutral,the colorists by the scientists avoided the senator .,the senator avoided the scientists .,,,,,,,,,,,,,,,
2244,neutral,the director by the psychiatrist addressed the stylists .,the stylists addressed the psychiatrist .,,,,,,,,,,,,,,,
2245,neutral,the psychiatrist by the bankers addressed the writer .,the writer addressed the bankers .,,,,,,,,,,,,,,,
2246,neutral,the senator next to the bankers found the illustrators .,the illustrators found the bankers .,,,,,,,,,,,,,,,
2247,neutral,the musician next to the essayist offended the actors .,the actors offended the essayist .,,,,,,,,,,,,,,,
2400,neutral,the potters recommended the counselor next to the tourists .,the counselor recommended the potters .,,,,,,,,,,,,,,,
2401,neutral,the professor offended the director next to the dancer .,the director offended the professor .,,,,,,,,,,,,,,,
2402,neutral,the therapists recommended the programmer next to the musicians .,the programmer recommended the therapists .,,,,,,,,,,,,,,,
2403,neutral,the counselor avoided the programmers next to the actors .,the programmers avoided the counselor .,,,,,,,,,,,,,,,
2404,neutral,the penciller recommended the planners next to the actors .,the planners recommended the penciller .,,,,,,,,,,,,,,,
2405,neutral,the psychiatrist mentioned the administrator next to the officer .,the administrator mentioned the psychiatrist .,,,,,,,,,,,,,,,
2406,neutral,the programmer avoided the colorists by the therapists .,the colorists avoided the programmer .,,,,,,,,,,,,,,,
2407,neutral,the bankers deceived the essayist next to the colorists .,the essayist deceived the bankers .,,,,,,,,,,,,,,,
2560,neutral,the musicians addressed the programmer next to the writers .,the programmer addressed the writers .,,,,,,,,,,,,,,,
2561,neutral,the artisan found the planner by the colorists .,the planner found the colorists .,,,,,,,,,,,,,,,
2562,neutral,the psychiatrist saw the essayists next to the potter .,the essayists saw the potter .,,,,,,,,,,,,,,,
2563,neutral,the stylist introduced the tourist by the chaplains .,the tourist introduced the chaplains .,,,,,,,,,,,,,,,
2564,neutral,the essayist deceived the counselor by the chaplains .,the counselor deceived the chaplains .,,,,,,,,,,,,,,,
2565,neutral,the directors introduced the writers by the doctors .,the writers introduced the doctors .,,,,,,,,,,,,,,,
2566,neutral,the counselor thanked the senator by the programmers .,the senator thanked the programmers .,,,,,,,,,,,,,,,
2567,neutral,the illustrators found the officers by the scientist .,the officers found the scientist .,,,,,,,,,,,,,,,
2720,neutral,the colorist avoided the chaplains next to the writers .,the writers avoided the colorist .,,,,,,,,,,,,,,,
2721,neutral,the tourists found the administrators next to the actors .,the actors found the tourists .,,,,,,,,,,,,,,,
2722,neutral,the scientists thanked the psychiatrist by the professor .,the professor thanked the scientists .,,,,,,,,,,,,,,,
2723,neutral,the actors recommended the counselor next to the director .,the director recommended the actors .,,,,,,,,,,,,,,,
2724,neutral,the officer found the chaplain next to the writer .,the writer found the officer .,,,,,,,,,,,,,,,
2725,neutral,the scientist supported the stylist next to the administrators .,the administrators supported the scientist .,,,,,,,,,,,,,,,
2726,neutral,the bakers introduced the penciller by the potter .,the potter introduced the bakers .,,,,,,,,,,,,,,,
2727,neutral,the pencillers avoided the artisan by the bankers .,the bankers avoided the pencillers .,,,,,,,,,,,,,,,
2880,neutral,the psychiatrist that the illustrators avoided offended the therapist .,the illustrators offended the psychiatrist .,,,,,,,,,,,,,,,
2881,neutral,the actor that the programmer mentioned avoided the essayists .,the programmer avoided the actor .,,,,,,,,,,,,,,,
2882,neutral,the artisan that the professor avoided thanked the pencillers .,the professor thanked the artisan .,,,,,,,,,,,,,,,
2883,neutral,the illustrator that the dancer thanked recommended the professor .,the dancer recommended the illustrator .,,,,,,,,,,,,,,,
2884,neutral,the planner that the psychiatrists deceived saw the directors .,the psychiatrists saw the planner .,,,,,,,,,,,,,,,
2885,neutral,the counselors that the dancers recommended mentioned the stylists .,the dancers mentioned the counselors .,,,,,,,,,,,,,,,
2886,neutral,the illustrators that the therapists recommended saw the musician .,the therapists saw the illustrators .,,,,,,,,,,,,,,,
2887,neutral,the potters that the doctor mentioned deceived the counselors .,the doctor deceived the potters .,,,,,,,,,,,,,,,
3040,neutral,the planners that the illustrators saw mentioned the bankers .,the bankers mentioned the planners .,,,,,,,,,,,,,,,
3041,neutral,the planners that the professor supported addressed the dancers .,the dancers addressed the planners .,,,,,,,,,,,,,,,
3042,neutral,the potters that the actor addressed recommended the planner .,the planner recommended the potters .,,,,,,,,,,,,,,,
3043,neutral,the actors that the illustrators avoided mentioned the officer .,the officer mentioned the actors .,,,,,,,,,,,,,,,
3044,neutral,the programmers that the officer recommended introduced the bakers .,the bakers introduced the programmers .,,,,,,,,,,,,,,,
3045,neutral,the senators that the colorists thanked deceived the officer .,the officer deceived the senators .,,,,,,,,,,,,,,,
3046,neutral,the musicians that the essayist recommended mentioned the therapist .,the therapist mentioned the musicians .,,,,,,,,,,,,,,,
3047,neutral,the programmer that the tourists thanked avoided the writers .,the writers avoided the programmer .,,,,,,,,,,,,,,,
3200,neutral,the tourist that the professors supported recommended the illustrators .,the illustrators supported the professors .,,,,,,,,,,,,,,,
3201,neutral,the directors that the writer introduced deceived the bankers .,the bankers introduced the writer .,,,,,,,,,,,,,,,
3202,neutral,the writers that the programmers found addressed the bakers .,the bakers found the programmers .,,,,,,,,,,,,,,,
3203,neutral,the scientist that the colorist deceived introduced the programmers .,the programmers deceived the colorist .,,,,,,,,,,,,,,,
3204,neutral,the writers that the chaplains recommended avoided the potter .,the potter recommended the chaplains .,,,,,,,,,,,,,,,
3205,neutral,the colorist that the artisans addressed thanked the counselor .,the counselor addressed the artisans .,,,,,,,,,,,,,,,
3206,neutral,the administrator that the psychiatrist saw thanked the therapist .,the therapist saw the psychiatrist .,,,,,,,,,,,,,,,
3207,neutral,the chaplains that the tourists recommended offended the directors .,the directors recommended the tourists .,,,,,,,,,,,,,,,
3520,neutral,the chaplain that addressed the programmers offended the tourist .,the tourist offended the chaplain .,,,,,,,,,,,,,,,
3521,neutral,the counselor that mentioned the stylists addressed the planners .,the planners addressed the counselor .,,,,,,,,,,,,,,,
3522,neutral,the colorists that recommended the scientist thanked the pencillers .,the pencillers thanked the colorists .,,,,,,,,,,,,,,,
3523,neutral,the scientists that recommended the tourists saw the bakers .,the bakers saw the scientists .,,,,,,,,,,,,,,,
3524,neutral,the officer that addressed the chaplains offended the directors .,the directors offended the officer .,,,,,,,,,,,,,,,
3525,neutral,the writer that introduced the psychiatrist recommended the colorists .,the colorists recommended the writer .,,,,,,,,,,,,,,,
3526,neutral,the professors that offended the banker deceived the potters .,the potters deceived the professors .,,,,,,,,,,,,,,,
3527,neutral,the illustrators that avoided the scientist found the stylist .,the stylist found the illustrators .,,,,,,,,,,,,,,,
3680,neutral,the counselor that thanked the planners avoided the colorist .,the colorist avoided the planners .,,,,,,,,,,,,,,,
3681,neutral,the colorist that addressed the professor introduced the senator .,the senator introduced the professor .,,,,,,,,,,,,,,,
3682,neutral,the musicians that thanked the illustrator supported the director .,the director supported the illustrator .,,,,,,,,,,,,,,,
3683,neutral,the scientist that supported the chaplains addressed the penciller .,the penciller addressed the chaplains .,,,,,,,,,,,,,,,
3684,neutral,the dancers that supported the officers saw the director .,the director saw the officers .,,,,,,,,,,,,,,,
3685,neutral,the stylist that thanked the penciller found the scientist .,the scientist found the penciller .,,,,,,,,,,,,,,,
3686,neutral,the writer that addressed the officer saw the doctors .,the doctors saw the officer .,,,,,,,,,,,,,,,
3687,neutral,the musician that avoided the administrator recommended the stylists .,the stylists recommended the administrator .,,,,,,,,,,,,,,,
3840,neutral,the illustrators found the artisans that deceived the writer .,the artisans found the illustrators .,,,,,,,,,,,,,,,
3841,neutral,the bankers found the baker that mentioned the actor .,the baker found the bankers .,,,,,,,,,,,,,,,
3842,neutral,the senator introduced the programmers that supported the administrator .,the programmers introduced the senator .,,,,,,,,,,,,,,,
3843,neutral,the pencillers found the professors that addressed the writer .,the professors found the pencillers .,,,,,,,,,,,,,,,
3844,neutral,the banker saw the professor that mentioned the illustrators .,the professor saw the banker .,,,,,,,,,,,,,,,
3845,neutral,the tourist deceived the colorists that offended the stylist .,the colorists deceived the tourist .,,,,,,,,,,,,,,,
3846,neutral,the doctors offended the programmers that introduced the counselor .,the programmers offended the doctors .,,,,,,,,,,,,,,,
3847,neutral,the psychiatrist supported the colorists that addressed the senator .,the colorists supported the psychiatrist .,,,,,,,,,,,,,,,
4000,neutral,the doctor thanked the director that mentioned the psychiatrist .,the director thanked the psychiatrist .,,,,,,,,,,,,,,,
4001,neutral,the essayist introduced the professor that supported the potter .,the professor introduced the potter .,,,,,,,,,,,,,,,
4002,neutral,the essayists found the chaplains that avoided the dancers .,the chaplains found the dancers .,,,,,,,,,,,,,,,
4003,neutral,the tourists mentioned the programmers that addressed the psychiatrists .,the programmers mentioned the psychiatrists .,,,,,,,,,,,,,,,
4004,neutral,the doctors recommended the potters that offended the chaplains .,the potters recommended the chaplains .,,,,,,,,,,,,,,,
4005,neutral,the counselor offended the psychiatrist that mentioned the senator .,the psychiatrist offended the senator .,,,,,,,,,,,,,,,
4006,neutral,the psychiatrist offended the planners that recommended the director .,the planners offended the director .,,,,,,,,,,,,,,,
4007,neutral,the administrators offended the musician that recommended the therapist .,the musician offended the therapist .,,,,,,,,,,,,,,,
4160,neutral,the potters saw the stylist that recommended the chaplain .,the chaplain saw the potters .,,,,,,,,,,,,,,,
4161,neutral,the counselor addressed the baker that supported the scientist .,the scientist addressed the counselor .,,,,,,,,,,,,,,,
4162,neutral,the chaplains found the therapists that offended the musicians .,the musicians found the chaplains .,,,,,,,,,,,,,,,
4163,neutral,the musicians avoided the psychiatrists that introduced the administrator .,the administrator avoided the musicians .,,,,,,,,,,,,,,,
4164,neutral,the administrators avoided the actors that found the senator .,the senator avoided the administrators .,,,,,,,,,,,,,,,
4165,neutral,the writer supported the senators that offended the dancers .,the dancers supported the writer .,,,,,,,,,,,,,,,
4166,neutral,the banker introduced the illustrators that recommended the actor .,the actor introduced the banker .,,,,,,,,,,,,,,,
4167,neutral,the musicians supported the programmer that addressed the planners .,the planners supported the musicians .,,,,,,,,,,,,,,,
4480,neutral,the psychiatrists thanked the senators that the musicians supported .,the senators thanked the musicians .,,,,,,,,,,,,,,,
4481,neutral,the penciller supported the essayists that the planners found .,the essayists supported the planners .,,,,,,,,,,,,,,,
4482,neutral,the baker found the tourist that the pencillers thanked .,the tourist found the pencillers .,,,,,,,,,,,,,,,
4483,neutral,the penciller offended the tourist that the colorist thanked .,the tourist offended the colorist .,,,,,,,,,,,,,,,
4484,neutral,the illustrator deceived the planners that the musician addressed .,the planners deceived the musician .,,,,,,,,,,,,,,,
4485,neutral,the dancers recommended the scientist that the counselor found .,the scientist recommended the counselor .,,,,,,,,,,,,,,,
4486,neutral,the musicians offended the essayists that the dancers mentioned .,the essayists offended the dancers .,,,,,,,,,,,,,,,
4487,neutral,the counselor found the planner that the artisans saw .,the planner found the artisans .,,,,,,,,,,,,,,,
4800,neutral,the actor was offended by the programmers .,the actor offended the programmers .,,,,,,,,,,,,,,,
4801,neutral,the chaplain was deceived by the bankers .,the chaplain deceived the bankers .,,,,,,,,,,,,,,,
4802,neutral,the tourist was deceived by the therapist .,the tourist deceived the therapist .,,,,,,,,,,,,,,,
4803,neutral,the scientist was mentioned by the chaplain .,the scientist mentioned the chaplain .,,,,,,,,,,,,,,,
4804,neutral,the colorist was mentioned by the senators .,the colorist mentioned the senators .,,,,,,,,,,,,,,,
4805,neutral,the counselor was recommended by the baker .,the counselor recommended the baker .,,,,,,,,,,,,,,,
4806,neutral,the actor was recommended by the illustrators .,the actor recommended the illustrators .,,,,,,,,,,,,,,,
4807,neutral,the director was saw by the musicians .,the director saw the musicians .,,,,,,,,,,,,,,,
4960,neutral,the artisans were found by the professor .,the artisans found the professor .,,,,,,,,,,,,,,,
4961,neutral,the illustrators were introduced by the doctor .,the illustrators introduced the doctor .,,,,,,,,,,,,,,,
4962,neutral,the directors were avoided by the psychiatrists .,the directors avoided the psychiatrists .,,,,,,,,,,,,,,,
4963,neutral,the musicians were deceived by the programmers .,the musicians deceived the programmers .,,,,,,,,,,,,,,,
4964,neutral,the dancers were deceived by the writer .,the dancers deceived the writer .,,,,,,,,,,,,,,,
4965,neutral,the tourists were avoided by the senators .,the tourists avoided the senators .,,,,,,,,,,,,,,,
4966,neutral,the stylists were recommended by the tourists .,the stylists recommended the tourists .,,,,,,,,,,,,,,,
4967,neutral,the administrators were avoided by the actors .,the administrators avoided the actors .,,,,,,,,,,,,,,,
5120,neutral,the writer and the musicians avoided the planners .,the writer avoided the musicians .,,,,,,,,,,,,,,,
5121,neutral,the planners and the stylists recommended the counselor .,the planners recommended the stylists .,,,,,,,,,,,,,,,
5122,neutral,the planners and the potter offended the senators .,the planners offended the potter .,,,,,,,,,,,,,,,
5123,neutral,the scientists and the doctors saw the musician .,the scientists saw the doctors .,,,,,,,,,,,,,,,
5124,neutral,the essayists and the administrator mentioned the dancers .,the essayists mentioned the administrator .,,,,,,,,,,,,,,,
5125,neutral,the senators and the programmers saw the actors .,the senators saw the programmers .,,,,,,,,,,,,,,,
5126,neutral,the doctors and the chaplain recommended the writer .,the doctors recommended the chaplain .,,,,,,,,,,,,,,,
5127,neutral,the administrators and the baker thanked the doctors .,the administrators thanked the baker .,,,,,,,,,,,,,,,
5280,neutral,the actor and the banker thanked the planner .,the banker thanked the actor .,,,,,,,,,,,,,,,
5281,neutral,the scientists and the director introduced the colorists .,the director introduced the scientists .,,,,,,,,,,,,,,,
5282,neutral,the artisans and the colorists found the senator .,the colorists found the artisans .,,,,,,,,,,,,,,,
5283,neutral,the colorists and the administrators saw the planners .,the administrators saw the colorists .,,,,,,,,,,,,,,,
5284,neutral,the writer and the counselors saw the musician .,the counselors saw the writer .,,,,,,,,,,,,,,,
5285,neutral,the potters and the doctors found the baker .,the doctors found the potters .,,,,,,,,,,,,,,,
5286,neutral,the doctors and the artisan recommended the programmer .,the artisan recommended the doctors .,,,,,,,,,,,,,,,
5287,neutral,the professor and the tourist mentioned the doctor .,the tourist mentioned the professor .,,,,,,,,,,,,,,,
5440,neutral,the penciller supported the programmer and the illustrator .,the programmer supported the illustrator .,,,,,,,,,,,,,,,
5441,neutral,the planner deceived the counselor and the administrators .,the counselor deceived the administrators .,,,,,,,,,,,,,,,
5442,neutral,the bakers addressed the illustrators and the writers .,the illustrators addressed the writers .,,,,,,,,,,,,,,,
5443,neutral,the baker found the potter and the directors .,the potter found the directors .,,,,,,,,,,,,,,,
5444,neutral,the colorists mentioned the scientist and the musicians .,the scientist mentioned the musicians .,,,,,,,,,,,,,,,
5445,neutral,the counselor found the artisans and the senator .,the artisans found the senator .,,,,,,,,,,,,,,,
5446,neutral,the counselors saw the illustrator and the musician .,the illustrator saw the musician .,,,,,,,,,,,,,,,
5447,neutral,the potters saw the stylist and the penciller .,the stylist saw the penciller .,,,,,,,,,,,,,,,
5600,neutral,the stylists introduced the professor and the psychiatrists .,the psychiatrists introduced the professor .,,,,,,,,,,,,,,,
5601,neutral,the chaplains thanked the psychiatrists and the actors .,the actors thanked the psychiatrists .,,,,,,,,,,,,,,,
5602,neutral,the programmers deceived the chaplain and the counselor .,the counselor deceived the chaplain .,,,,,,,,,,,,,,,
5603,neutral,the colorists supported the doctor and the tourists .,the tourists supported the doctor .,,,,,,,,,,,,,,,
5604,neutral,the doctors saw the penciller and the senators .,the senators saw the penciller .,,,,,,,,,,,,,,,
5605,neutral,the colorist supported the programmers and the pencillers .,the pencillers supported the programmers .,,,,,,,,,,,,,,,
5606,neutral,the bakers introduced the doctor and the tourists .,the tourists introduced the doctor .,,,,,,,,,,,,,,,
5607,neutral,the scientist introduced the illustrators and the counselors .,the counselors introduced the illustrators .,,,,,,,,,,,,,,,
5760,neutral,the essayists saw the scientists .,the scientists saw the essayists .,,,,,,,,,,,,,,,
5761,neutral,the actors addressed the counselors .,the counselors addressed the actors .,,,,,,,,,,,,,,,
5762,neutral,the professor thanked the stylist .,the stylist thanked the professor .,,,,,,,,,,,,,,,
5763,neutral,the illustrators offended the stylists .,the stylists offended the illustrators .,,,,,,,,,,,,,,,
5764,neutral,the illustrators saw the director .,the director saw the illustrators .,,,,,,,,,,,,,,,
